80	3.84e-07	2.23e-07	3.06e-07		1.72e-07	1.32e-07	1.51e-07
81	2.55e-07	1.99e-07	4e-07		1.46e-07	1.24e-07	1.42e-07
82	2.79e-07	2.25e-07	3.6e-07		1.55e-07	1.39e-07	1.52e-07
83	2.33e-07	2.1e-07	3.33e-07		1.41e-07	1.33e-07	1.47e-07
84	2.68e-07	1.95e-07	4.66e-07		1.49e-07	1.22e-07	2.77e-07
85	2.94e-07	3.94e-07	8.94e-07		1.57e-07	2.21e-07	2.77e-07
86	2.85e-07	2.23e-07	3.87e-07		1.56e-07	1.36e-07	1.63e-07
87	3.06e-07	2.17e-07	3.11e-07		1.65e-07	1.33e-07	1.45e-07
88	2.8e-07	2.04e-07	2.97e-07		1.53e-07	1.25e-07	1.46e-07
89	2.66e-07	2.08e-07	4.01e-07		1.51e-07	1.27e-07	1.57e-07
90	2.85e-07	2.29e-07	3.4e-07		1.63e-07	1.36e-07	1.55e-07
91	4.9e-07	2.24e-07	3.77e-07		1.63e-07	1.34e-07	1.54e-07
92	3.86e-07	2.77e-07	3.46e-07		1.87e-07	1.65e-07	1.57e-07
93	3.3e-07	2.35e-07	5.82e-07		1.69e-07	1.44e-07	2.83e-07
94	7.15e-07	4.57e-07	5.07e-07		1.95e-07	1.57e-07	1.63e-07
95	3.04e-07	2.22e-07	3.54e-07		1.74e-07	1.38e-07	1.59e-07
96	3.3e-07	2.38e-07	4.8e-07		1.8e-07	1.39e-07	1.76e-07
97	2.78e-07	2.31e-07	7.51e-07		1.69e-07	1.38e-07	3.28e-07
98	4.74e-07	5.85e-07	8.67e-07		2.47e-07	3.49e-07	3.73e-07
99	3.4e-07	2.4e-07	6.07e-07		1.76e-07	1.48e-07	2.61e-07
100	3.38e-07	2.63e-07	3.4e-07		3.66e-07	1.55e-07	1.66e-07
101	3.63e-07	2.34e-07	3.78e-07		1.76e-07	1.38e-07	1.73e-07
102	5.19e-07	2.56e-07	7.47e-07		2.14e-07	1.56e-07	2.93e-07
103	3.26e-07	2.57e-07	5.28e-07		1.83e-07	1.5e-07	1.8e-07
104	8.03e-07	2.59e-07	3.38e-07		2.16e-07	1.53e-07	1.67e-07
105	3.24e-07	2.61e-07	4.21e-07		1.78e-07	1.75e-07	1.77e-07
106	5.7e-07	2.66e-07	6.72e-07		2.21e-07	1.64e-07	2.74e-07
107	8.09e-07	4.93e-07	5.53e-07		2.71e-07	3.93e-07	2.07e-07
108	3.88e-07	2.58e-07	3.98e-07		2e-07	1.6e-07	1.81e-07
109	3.14e-07	2.61e-07	1.191e-06		1.79e-07	1.61e-07	5.7e-07
110	1.434e-06	6.42e-07	5.8e-07		7.3e-07	3.87e-07	2.31e-07
111	3.52e-07	2.8e-07	7.96e-07		1.97e-07	1.67e-07	2.89e-07
112	3.43e-07	2.91e-07	5.45e-07		1.91e-07	1.69e-07	2.07e-07
113	5.21e-07	2.8e-07	5.39e-07		1.93e-07	1.7e-07	2.34e-07
114	1.599e-06	6.44e-07	7.42e-07		7.29e-07	3.89e-07	2.69e-07
115	5.96e-07	2.95e-07	4.48e-07		2.32e-07	1.79e-07	2.28e-07
116	5.63e-07	2.64e-07	4.08e-07		2.08e-07	1.58e-07	1.85e-07
117	6.97e-07	2.98e-07	3.94e-07		2.31e-07	1.81e-07	1.94e-07
118	8.92e-07	6.59e-07	6.76e-07		4.38e-07	3.95e-07	2.39e-07
119	3.8e-07	2.84e-07	4.32e-07		2.05e-07	1.74e-07	2e-07
120	1.205e-06	5.84e-07	6.92e-07		5.94e-07	3.52e-07	2.9e-07
121	3.64e-07	2.97e-07	4.83e-07		1.98e-07	1.79e-07	1.97e-07
122	5.44e-07	2.89e-07	5.1e-07		2.38e-07	1.73e-07	2.36e-07
123	3.71e-07	3.13e-07	1.219e-06		2.1e-07	1.91e-07	3.01e-07
124	3.91e-07	2.95e-07	5.87e-07		2.05e-07	1.75e-07	2.62e-07
125	1.323e-06	5.47e-07	4.24e-07		5.48e-07	3.37e-07	2.32e-07
126	4.96e-07	2.85e-07	1.062e-06		2.42e-07	1.73e-07	3.98e-07
127	3.64e-07	3.32e-07	4.26e-07		2.06e-07	1.95e-07	2.03e-07
128	7.16e-07	3.04e-07	4.6e-07		2.9e-07	1.82e-07	2.08e-07
129	3.92e-07	3.15e-07	4.7e-07		2.11e-07	3.52e-07	2.09e-07
130	5.4e-07	3.41e-07	7.23e-07		2.38e-07	2.03e-07	3.16e-07
131	4.98e-07	4.06e-07	7.95e-07		2.45e-07	2.46e-07	2.62e-07
132	7.11e-07	4.53e-07	8.91e-07		2.36e-07	1.95e-07	3.7e-07
133	3.81e-07	4.36e-07	7.84e-07		2.18e-07	1.82e-07	2.95e-07
134	5.21e-07	3.31e-07	4.33e-07		2.45e-07	1.92e-07	2.17e-07
135	6.56e-07	3.18e-07	5.21e-07		3.96e-07	1.85e-07	2.29e-07
136	4.78e-07	4.47e-07	4.99e-07		2.37e-07	2.66e-07	2.49e-07
137	4.32e-07	6.96e-07	5.35e-07		2.24e-07	2.05e-07	2.33e-07
138	4.64e-07	3.45e-07	1.176e-06		2.46e-07	2.01e-07	4.21e-07
139	5.96e-07	8.7e-07	7.18e-07		3.18e-07	5.23e-07	3e-07
140	4.45e-07	5.33e-07	6.37e-07		2.42e-07	3.22e-07	4.63e-07
141	1.671e-06	5.77e-07	4.8e-07		5.92e-07	3.46e-07	2.23e-07
142	4.62e-07	3.94e-07	1.137e-06		2.4e-07	2.29e-07	3.62e-07
143	4.7e-07	5.61e-07	5.8e-07		2.49e-07	3.36e-07	2.41e-07
144	6.89e-07	3.3e-07	6.77e-07		2.49e-07	1.96e-07	2.88e-07
145	7.74e-07	4.89e-07	8.81e-07		2.66e-07	2.86e-07	3.36e-07
146	5.02e-07	3.42e-07	7.51e-07		3.83e-07	3.36e-07	3.16e-07
147	5.6e-07	3.65e-07	9.38e-07		2.68e-07	2.19e-07	4.24e-07
148	4.64e-07	3.35e-07	5.9e-07		2.48e-07	2.04e-07	2.4e-07
149	9.63e-07	6.84e-07	4.72e-07		5.15e-07	4.12e-07	2.47e-07
150	1.036e-06	5.61e-07	7.47e-07		3.04e-07	2.5e-07	3.41e-07
151	4.64e-07	5.85e-07	1.144e-06		2.61e-07	2.2e-07	3.61e-07
152	1.069e-06	3.82e-07	1.117e-06		3.86e-07	2.25e-07	2.89e-07
153	5.45e-07	3.57e-07	4.94e-07		2.73e-07	2.11e-07	2.44e-07
154	9.74e-07	6.08e-07	6.12e-07		4.85e-07	3.6e-07	2.87e-07
155	5.19e-07	3.5e-07	1.028e-06		2.62e-07	2.09e-07	3.14e-07
156	5.26e-07	3.77e-07	8.6e-07		2.61e-07	2.31e-07	3.24e-07
157	5.18e-07	3.47e-07	6.31e-07		2.72e-07	2.08e-07	2.8e-07
158	2.29e-06	1.122e-06	8.44e-07		9.72e-07	6.56e-07	3.13e-07
159	8.1e-07	9.87e-07	5.82e-07		4.78e-07	6.41e-07	2.63e-07
160	7.33e-07	4.17e-07	8.3e-07		3.07e-07	2.56e-07	3.51e-07
161	7e-07	3.6e-07	6.87e-07		2.62e-07	2.13e-07	2.59e-07
162	5.33e-07	5.47e-07	7.34e-07		2.85e-07	3.3e-07	3.06e-07
163	1.202e-06	6.81e-07	6.05e-07		5.36e-07	4.06e-07	2.78e-07
164	9.09e-07	4.09e-07	1.044e-06		3.6e-07	2.43e-07	3.95e-07
165	1.212e-06	4.27e-07	6.17e-07		3.37e-07	2.61e-07	2.68e-07
166	5.78e-07	3.86e-07	7.24e-07		2.87e-07	2.24e-07	2.8e-07
167	6.12e-07	3.85e-07	5.51e-07		2.93e-07	2.28e-07	2.7e-07
168	1.164e-06	4.13e-07	4.97e-07		3.95e-07	2.4e-07	2.56e-07
169	6.92e-07	4.01e-07	7.24e-07		2.82e-07	2.3e-07	2.77e-07
170	6.02e-07	3.9e-07	6.54e-07		2.83e-07	2.3e-07	2.71e-07
171	7.3e-07	4.03e-07	9.39e-07		3.24e-07	2.36e-07	3.01e-07
172	1.8e-06	5.13e-07	8.29e-07		5.79e-07	2.96e-07	2.96e-07
173	5.53e-07	4.08e-07	6.79e-07		2.87e-07	2.33e-07	2.76e-07
174	7.23e-07	3.84e-07	7.1e-07		3.6e-07	4.2e-07	2.8e-07
175	6.63e-07	3.93e-07	5.3e-07		3.34e-07	2.34e-07	2.73e-07
176	5.73e-07	4.9e-07	8.17e-07		3.02e-07	2.63e-07	3.37e-07
177	5.64e-07	4.01e-07	1.148e-06		2.94e-07	4.54e-07	4.38e-07
178	5.48e-07	4e-07	1.025e-06		2.91e-07	2.35e-07	4.9e-07
179	9.15e-07	4.05e-07	7.52e-07		2.99e-07	2.41e-07	2.94e-07
180	9.13e-07	4.12e-07	9.51e-07		3.37e-07	2.39e-07	4e-07
181	6.49e-07	8.63e-07	6.46e-07		3.58e-07	5.08e-07	3.11e-07
182	1.191e-06	4.83e-07	1.617e-06		4.06e-07	2.96e-07	4.59e-07
183	1.948e-06	1.001e-06	1.251e-06		8.6e-07	6.04e-07	5.28e-07
184	6.28e-07	4.11e-07	9.15e-07		3.13e-07	2.44e-07	3.12e-07
185	6.69e-07	8.25e-07	7.93e-07		3.31e-07	6.46e-07	3.22e-07
186	5.78e-07	4.15e-07	6.19e-07		3.24e-07	2.46e-07	2.88e-07
187	9.82e-07	6.22e-07	9.16e-07		4.33e-07	4.82e-07	3.86e-07
188	9.12e-07	4.58e-07	6.37e-07		3.86e-07	2.73e-07	3.02e-07
189	9.76e-07	4.33e-07	1.324e-06		3.28e-07	2.54e-07	3.71e-07
190	6.19e-07	4.31e-07	9.78e-07		3.2e-07	2.51e-07	3.91e-07
191	6.38e-07	4.22e-07	7.65e-07		3.19e-07	2.51e-07	3.02e-07
192	6.18e-07	5.69e-07	9.69e-07		3.18e-07	2.56e-07	5.15e-07
193	8.12e-07	9.67e-07	1.474e-06		5.1e-07	5.68e-07	5.86e-07
194	1.155e-06	1.08e-06	1.192e-06		5.75e-07	6.32e-07	3.66e-07
195	9.06e-07	4.37e-07	8.41e-07		3.58e-07	2.56e-07	3.15e-07
196	8.55e-07	4.39e-07	7.51e-07		4.78e-07	2.6e-07	3.12e-07
197	6.73e-07	4.36e-07	7.51e-07		3.47e-07	2.59e-07	3.18e-07
198	7.92e-07	4.45e-07	7.1e-07		3.57e-07	2.58e-07	3.15e-07
199	1.172e-06	6.17e-07	1.054e-06		6.18e-07	2.87e-07	4.62e-07
200	1.331e-06	5.05e-07	1.105e-06		4.81e-07	2.83e-07	3.61e-07
201	8.83e-07	6.35e-07	9.7e-07		4.14e-07	3.71e-07	3.92e-07
202	1.842e-06	1.292e-06	7.88e-07		7.77e-07	7.6e-07	3.55e-07
203	7.94e-07	4.63e-07	1.217e-06		3.55e-07	2.68e-07	6.37e-07
204	6.42e-07	4.64e-07	1.048e-06		3.44e-07	2.79e-07	3.7e-07
205	1.564e-06	7.93e-07	1.352e-06		8.01e-07	4.66e-07	4.6e-07
206	7.64e-07	4.67e-07	9.54e-07		5.44e-07	2.77e-07	3.5e-07
207	1.148e-06	5.08e-07	7.62e-07		5.54e-07	2.93e-07	3.31e-07
208	1.344e-06	4.86e-07	9.82e-07		6.4e-07	2.88e-07	4.3e-07
209	1.284e-06	6.61e-07	1.111e-06		4.89e-07	2.93e-07	4.38e-07
210	1.429e-06	1.154e-06	1.187e-06		5.06e-07	6.78e-07	5.19e-07
211	7.98e-07	1.177e-06	1.146e-06		3.79e-07	6.98e-07	3.6e-07
212	8.27e-07	4.76e-07	8.06e-07		3.8e-07	2.82e-07	3.45e-07
213	1.464e-06	4.98e-07	8.51e-07		4.49e-07	2.94e-07	3.45e-07
214	8.95e-07	5.56e-07	1.137e-06		4.08e-07	3.27e-07	3.78e-07
215	1.806e-06	5.23e-07	1.194e-06		7.6e-07	3.04e-07	3.6e-07
216	1.627e-06	5.14e-07	8.44e-07		5e-07	3.01e-07	4.28e-07
217	1.959e-06	6e-07	6.73e-07		8.16e-07	3.73e-07	3.32e-07
218	1.185e-06	5.27e-07	8.15e-07		4.42e-07	3.06e-07	3.54e-07
219	8.01e-07	7.43e-07	9.83e-07		3.81e-07	3.14e-07	3.52e-07
220	8.62e-07	5.27e-07	1.544e-06		4.01e-07	3.03e-07	5.97e-07
221	9.73e-07	4.97e-07	8.96e-07		4.2e-07	2.92e-07	3.49e-07
222	1.275e-06	5.39e-07	1.1e-06		4.62e-07	3.08e-07	4.69e-07
223	8.43e-07	8.87e-07	1.149e-06		3.97e-07	5.18e-07	4.11e-07
224	1.213e-06	1.35e-06	8.99e-07		7.56e-07	7.93e-07	3.87e-07
225	9.59e-07	4.98e-07	1.141e-06		5.94e-07	2.96e-07	3.94e-07
226	7.21e-07	1.411e-06	9.82e-07		3.81e-07	7.65e-07	3.82e-07
227	7.7e-07	6.82e-07	1.462e-06		3.9e-07	6.15e-07	5.06e-07
228	6.7e-07	6.74e-07	1.309e-06		3.81e-07	3.04e-07	5.51e-07
229	1.55e-06	8.1e-07	1.381e-06		7.8e-07	4.77e-07	5.16e-07
230	1.994e-06	5.76e-07	1.207e-06		6.04e-07	3.23e-07	3.74e-07
231	7.55e-07	5.13e-07	1.125e-06		3.95e-07	3e-07	4.01e-07
232	1.94e-06	1.013e-06	1.208e-06		9.01e-07	5.96e-07	5.44e-07
233	8.06e-07	5.27e-07	9.99e-07		4.02e-07	3.21e-07	3.77e-07
234	8.84e-07	5.16e-07	1.882e-06		4.3e-07	3.03e-07	4.1e-07
235	8.17e-07	5.33e-07	9.22e-07		4.18e-07	3.18e-07	3.79e-07
236	8.6e-07	5.36e-07	1.481e-06		4.37e-07	4.54e-07	6.22e-07
237	1.361e-06	5.25e-07	1.008e-06		5.32e-07	5.14e-07	5.64e-07
238	1.052e-06	5.63e-07	9.36e-07		6.85e-07	3.34e-07	4.32e-07
239	1.264e-06	6.27e-07	1.107e-06		5.43e-07	5.39e-07	3.96e-07
240	1.276e-06	5.48e-07	9.53e-07		5.06e-07	3.46e-07	4e-07
241	1.983e-06	8.43e-07	1.229e-06		1.017e-06	4.98e-07	4.03e-07
242	8.95e-07	5.41e-07	1.353e-06		4.31e-07	3.22e-07	5.79e-07
243	1.445e-06	5.48e-07	1.243e-06		6.96e-07	3.21e-07	5.42e-07
244	1.377e-06	1.11e-06	9.09e-07		6.6e-07	5.48e-07	4.2e-07
245	1.469e-06	6.47e-07	1.062e-06		4.89e-07	3.81e-07	4.3e-07
246	1.698e-06	7.52e-07	9.88e-07		6.3e-07	4.35e-07	4.18e-07
247	1.369e-06	1.409e-06	1.223e-06		6.68e-07	8.42e-07	4.51e-07
248	1.329e-06	5.67e-07	1.742e-06		4.8e-07	3.32e-07	5.59e-07
249	8.32e-07	5.63e-07	1.144e-06		4.42e-07	3.35e-07	4.07e-07
250	1.16e-06	5.8e-07	1.285e-06		6.79e-07	3.44e-07	4.38e-07
251	1.562e-06	5.84e-07	1.024e-06		7.77e-07	3.45e-07	4.21e-07
252	9.27e-07	7.01e-07	1.651e-06		4.4e-07	4.06e-07	7.69e-07
253	1.504e-06	6.01e-07	1.031e-06		5.41e-07	3.63e-07	4.01e-07
254	1.388e-06	6.11e-07	1.4e-06		5.58e-07	3.65e-07	5.27e-07
255	8.99e-07	5.71e-07	1.034e-06		4.46e-07	3.33e-07	4.7e-07
256	9.52e-07	5.6e-07	1.45e-06		4.55e-07	3.37e-07	6.75e-07
257	1.698e-06	6.89e-07	1.469e-06		6.82e-07	4.05e-07	5.3e-07
258	1.798e-06	6.07e-07	1.169e-06		6.69e-07	3.6e-07	4.95e-07
259	2.446e-06	6.03e-07	1.197e-06		1.028e-06	3.56e-07	4.25e-07
260	1.902e-06	9.97e-07	2.061e-06		8.17e-07	5.9e-07	6.07e-07
261	2.189e-06	5.91e-07	9.33e-07		1.061e-06	3.53e-07	4.57e-07
262	1.003e-06	7.87e-07	1.039e-06		4.8e-07	4.81e-07	4.19e-07
263	1.196e-06	1.074e-06	1.311e-06		9.44e-07	6.3e-07	5.41e-07
264	1.185e-06	1.096e-06	1.37e-06		6.02e-07	6.52e-07	4.8e-07
265	4.161e-06	7.53e-07	1.347e-06		1.787e-06	4.46e-07	4.84e-07
266	1.244e-06	1.179e-06	1.299e-06		9.91e-07	3.47e-07	5.83e-07
267	1.964e-06	9.63e-07	9.33e-07		9.98e-07	5.64e-07	4.21e-07
268	1.229e-06	1.295e-06	1.271e-06		5.01e-07	7.44e-07	4.77e-07
269	1.323e-06	1.325e-06	1.552e-06		5.34e-07	6.98e-07	4.92e-07
270	1.28e-06	6.08e-07	1.269e-06		4.94e-07	3.57e-07	6.65e-07
271	1.032e-06	5.98e-07	1.22e-06		4.81e-07	4.9e-07	5.29e-07
272	9.65e-07	8.1e-07	1.213e-06		6.31e-07	3.86e-07	4.5e-07
273	2.755e-06	8.35e-07	1.383e-06		1.387e-06	4.91e-07	5.2e-07
274	9.24e-07	6.06e-07	1.256e-06		4.88e-07	4.93e-07	4.85e-07
275	1.277e-06	7.87e-07	1.345e-06		5.29e-07	4.64e-07	5.87e-07
276	1.736e-06	1.174e-06	1.51e-06		6.36e-07	6.71e-07	5.01e-07
277	1.586e-06	1.654e-06	1.408e-06		5.68e-07	9.11e-07	7.07e-07
278	9.94e-07	6.1e-07	1.17e-06		5.12e-07	3.6e-07	4.63e-07
279	2.063e-06	1.393e-06	1.175e-06		1.142e-06	9.07e-07	4.7e-07
280	1.116e-06	6.17e-07	1.484e-06		5.28e-07	3.64e-07	5.16e-07
281	9.68e-07	6.42e-07	1.613e-06		4.87e-07	3.8e-07	5.42e-07
282	1.409e-06	6.22e-07	1.089e-06		7.07e-07	3.66e-07	4.65e-07
283	1.059e-06	9.67e-07	1.391e-06		5.18e-07	5.67e-07	6.31e-07
284	2.389e-06	8.53e-07	1.27e-06		1.163e-06	5.03e-07	4.57e-07
285	1.375e-06	7.22e-07	1.459e-06		5.55e-07	4.14e-07	6.79e-07
286	2.065e-06	6.35e-07	1.329e-06		8.98e-07	3.75e-07	5.46e-07
287	2.967e-06	9.02e-07	1.868e-06		1.293e-06	5.37e-07	6.24e-07
288	1.355e-06	8.17e-07	1.857e-06		5.82e-07	3.87e-07	5.86e-07
289	3.611e-06	7.77e-07	1.358e-06		1.222e-06	5.73e-07	6.47e-07
290	1.372e-06	6.36e-07	1.431e-06		6.11e-07	3.76e-07	4.86e-07
291	1.231e-06	1.321e-06	1.912e-06		6.6e-07	7.76e-07	7.12e-07
292	2.907e-06	8.82e-07	1.374e-06		1.293e-06	5.93e-07	5.19e-07
293	1.258e-06	1.747e-06	1.382e-06		6.29e-07	1.026e-06	7.18e-07
294	1.056e-06	6.49e-07	1.453e-06		5.28e-07	3.86e-07	5.88e-07
295	1.288e-06	1.301e-06	1.634e-06		6.23e-07	7.69e-07	5.04e-07
296	1.08e-06	7.77e-07	2.084e-06		5.25e-07	4.62e-07	7.58e-07
297	1.129e-06	6.56e-07	1.208e-06		5.6e-07	3.79e-07	5.09e-07
298	1.189e-06	1.186e-06	1.155e-06		5.43e-07	5.84e-07	4.99e-07
299	1.63e-06	6.97e-07	1.828e-06		8.07e-07	4.07e-07	7.39e-07
300	1.153e-06	1.309e-06	1.35e-06		5.54e-07	5.23e-07	5.26e-07
301	1.034e-06	6.67e-07	1.449e-06		5.29e-07	5.88e-07	6.29e-07
302	2.093e-06	8.91e-07	1.317e-06		7.41e-07	4.48e-07	5.42e-07
303	2.233e-06	7.03e-07	2.071e-06		1.006e-06	4.11e-07	8.63e-07
304	2.444e-06	1.068e-06	1.403e-06		1.394e-06	6.3e-07	5.18e-07
305	2.964e-06	9.9e-07	1.626e-06		1.444e-06	5.81e-07	7.58e-07
306	2.564e-06	1.288e-06	1.259e-06		1.122e-06	6.38e-07	5.3e-07
307	3.64e-06	1.033e-06	1.239e-06		1.154e-06	5.22e-07	5.24e-07
308	1.994e-06	9.53e-07	1.3e-06		1.046e-06	4.79e-07	5.07e-07
309	1.049e-06	8e-07	1.437e-06		5.7e-07	3.97e-07	5.43e-07
310	1.804e-06	7.73e-07	1.5e-06		6.8e-07	4.52e-07	5.52e-07
311	1.224e-06	7.07e-07	1.271e-06		5.98e-07	4.13e-07	5.19e-07
312	1.134e-06	7.08e-07	1.292e-06		5.68e-07	4.12e-07	5.27e-07
313	1.823e-06	1.204e-06	1.467e-06		8.06e-07	6.89e-07	5.76e-07
314	1.428e-06	1.132e-06	1.429e-06		6.85e-07	5.83e-07	6.6e-07
315	2.665e-06	1.046e-06	1.315e-06		8.15e-07	5.32e-07	5.51e-07
316	1.215e-06	7.02e-07	1.754e-06		5.93e-07	4.26e-07	5.58e-07
317	1.536e-06	1.26e-06	1.225e-06		6.14e-07	4.75e-07	5.29e-07
318	1.48e-06	7.6e-07	2.069e-06		8.79e-07	4.36e-07	8.54e-07
319	1.504e-06	6.94e-07	1.279e-06		5.8e-07	5.99e-07	5.35e-07
